timestamp,symbol,open,high,low,close,volume,Code
2005-06-30 09:00:00,IDX:LQ45,248.563,248.57401,246.57001,246.57001,0.0,LQ45
2005-07-01 09:00:00,IDX:LQ45,246.465,251.192,246.465,251.192,0.0,LQ45
2005-07-04 09:00:00,IDX:LQ45,250.72501,251.748,248.50301,251.27,0.0,LQ45
2005-07-05 09:00:00,IDX:LQ45,251.51801,252.311,248.543,249.14799,0.0,LQ45
2005-07-07 09:00:00,IDX:LQ45,245.28799,245.28799,242.10699,243.752,0.0,LQ45
2005-07-08 09:00:00,IDX:LQ45,242.283,245.133,242.283,244.082,0.0,LQ45
2005-07-11 09:00:00,IDX:LQ45,244.56,247.244,244.56,247.244,0.0,LQ45
2005-07-12 09:00:00,IDX:LQ45,247.448,249.519,247.448,248.946,0.0,LQ45
2005-07-13 09:00:00,IDX:LQ45,248.815,249.565,248.22099,249.228,0.0,LQ45
2005-07-14 09:00:00,IDX:LQ45,249.31599,250.94701,249.104,250.032,0.0,LQ45
2005-07-15 09:00:00,IDX:LQ45,250.90401,251.752,248.088,249.27901,0.0,LQ45
2005-07-18 09:00:00,IDX:LQ45,248.302,248.302,246.94501,248.17799,0.0,LQ45
2005-07-19 09:00:00,IDX:LQ45,247.97099,249.019,247.599,248.548,0.0,LQ45
2005-07-20 09:00:00,IDX:LQ45,248.422,250.815,248.311,250.815,0.0,LQ45
2005-07-21 09:00:00,IDX:LQ45,250.85201,255.961,250.85201,255.211,0.0,LQ45
2005-07-22 09:00:00,IDX:LQ45,255.722,259.457,255.722,259.24899,0.0,LQ45
2005-07-25 09:00:00,IDX:LQ45,259.46701,259.90701,257.84799,258.13599,0.0,LQ45
2005-07-26 09:00:00,IDX:LQ45,258.01199,260.58099,258.01199,260.18399,0.0,LQ45
2005-07-27 09:00:00,IDX:LQ45,260.332,261.198,258.72699,259.56201,0.0,LQ45
2005-07-28 09:00:00,IDX:LQ45,260.43799,262.125,260.172,262.125,0.0,LQ45
2005-07-29 09:00:00,IDX:LQ45,262.39499,262.401,259.89899,260.867,0.0,LQ45
2005-08-01 09:00:00,IDX:LQ45,260.48199,262.05801,258.806,259.91599,0.0,LQ45
2005-08-02 09:00:00,IDX:LQ45,259.90799,262.68701,259.61099,262.64999,0.0,LQ45
2005-08-03 09:00:00,IDX:LQ45,262.45599,264.01999,262.29401,263.24799,0.0,LQ45
2005-08-04 09:00:00,IDX:LQ45,263.52701,264.19199,259.49399,261.42099,0.0,LQ45
2005-08-05 09:00:00,IDX:LQ45,261.08801,261.08801,257.508,258.26401,0.0,LQ45
2005-08-08 09:00:00,IDX:LQ45,257.57599,257.57599,253.27,254.241,0.0,LQ45
2005-08-09 09:00:00,IDX:LQ45,253.73801,255.729,253.21001,255.099,0.0,LQ45
2005-08-10 09:00:00,IDX:LQ45,255.828,259.39401,255.828,259.06201,0.0,LQ45
2005-08-11 09:00:00,IDX:LQ45,259.297,260.466,255.733,256.884,0.0,LQ45
2005-08-12 09:00:00,IDX:LQ45,256.871,256.871,251.534,253.35201,0.0,LQ45
2005-08-15 09:00:00,IDX:LQ45,253.037,253.037,243.92599,244.78999,0.0,LQ45
2005-08-16 09:00:00,IDX:LQ45,244.868,246.058,242.539,243.68201,0.0,LQ45
2005-08-18 09:00:00,IDX:LQ45,243.662,243.80901,237.84399,240.74001,0.0,LQ45
2005-08-19 09:00:00,IDX:LQ45,240.51401,241.53799,235.942,237.688,0.0,LQ45
2005-08-22 09:00:00,IDX:LQ45,237.92599,237.92599,232.26601,235.158,0.0,LQ45
2005-08-23 09:00:00,IDX:LQ45,235.19901,237.772,231.679,232.578,0.0,LQ45
2005-08-24 09:00:00,IDX:LQ45,232.01199,232.01199,219.86501,226.647,0.0,LQ45
2005-08-25 09:00:00,IDX:LQ45,225.67599,233.09599,225.589,232.772,0.0,LQ45
2005-08-26 09:00:00,IDX:LQ45,232.42101,232.64999,228.69901,229.578,0.0,LQ45
2005-08-29 09:00:00,IDX:LQ45,227.494,227.494,213.168,216.681,0.0,LQ45
2005-08-30 09:00:00,IDX:LQ45,214.62,228.002,204.91,228.002,0.0,LQ45
2005-08-31 09:00:00,IDX:LQ45,227.28999,232.787,226.05701,230.562,0.0,LQ45
2005-09-01 09:00:00,IDX:LQ45,227.425,228.491,223.599,227.815,0.0,LQ45
2005-09-05 09:00:00,IDX:LQ45,227.364,229.009,225.94701,226.746,0.0,LQ45
2005-09-06 09:00:00,IDX:LQ45,226.85001,230.356,226.80099,230.356,0.0,LQ45
2005-09-07 09:00:00,IDX:LQ45,231.073,233.25999,231.073,232.05,0.0,LQ45
2005-09-08 09:00:00,IDX:LQ45,232.618,238.502,232.549,237.077,0.0,LQ45
2005-09-09 09:00:00,IDX:LQ45,237.323,242.088,237.323,241.841,0.0,LQ45
2005-09-12 09:00:00,IDX:LQ45,241.57401,244.11099,241.13699,243.636,0.0,LQ45
2005-09-13 09:00:00,IDX:LQ45,242.63699,242.63699,237.07001,238.12801,0.0,LQ45
2005-09-14 09:00:00,IDX:LQ45,237.103,237.103,230.42999,230.80299,0.0,LQ45
2005-09-16 09:00:00,IDX:LQ45,229.478,231.722,229.423,230.53,0.0,LQ45
2005-09-19 09:00:00,IDX:LQ45,230.429,233.981,230.429,233.479,0.0,LQ45
2005-09-20 09:00:00,IDX:LQ45,232.987,232.987,228.56799,230.677,0.0,LQ45
2005-09-22 09:00:00,IDX:LQ45,227.78101,227.78101,218.53101,220.638,0.0,LQ45
2005-09-23 09:00:00,IDX:LQ45,220.633,222.22701,218.668,219.698,0.0,LQ45
2005-09-26 09:00:00,IDX:LQ45,220.461,226.353,220.461,225.479,0.0,LQ45
2005-09-27 09:00:00,IDX:LQ45,225.31799,226.593,224.724,226.261,0.0,LQ45
2005-09-28 09:00:00,IDX:LQ45,226.29401,226.39999,223.271,223.72501,0.0,LQ45
2005-09-29 09:00:00,IDX:LQ45,223.341,228.41,223.047,228.41,0.0,LQ45
2005-09-30 09:00:00,IDX:LQ45,228.57899,235.81,228.57899,235.81,0.0,LQ45
2005-10-03 09:00:00,IDX:LQ45,231.701,239.27299,229.02299,237.323,0.0,LQ45
2005-10-04 09:00:00,IDX:LQ45,238.049,244.211,238.049,242.084,0.0,LQ45
2005-10-05 09:00:00,IDX:LQ45,242.133,243.12399,239.88,241.89101,0.0,LQ45
2005-10-06 09:00:00,IDX:LQ45,239.56599,240.68201,236.659,238.138,0.0,LQ45
2005-10-10 09:00:00,IDX:LQ45,236.75,238.022,235.64,238.022,0.0,LQ45
2005-10-11 09:00:00,IDX:LQ45,237.942,238.257,235.927,237.974,0.0,LQ45
2005-10-12 09:00:00,IDX:LQ45,237.843,238.037,235.51601,237.117,0.0,LQ45
2005-10-13 09:00:00,IDX:LQ45,236.089,236.089,234.013,234.203,0.0,LQ45
2005-10-14 09:00:00,IDX:LQ45,234.08701,236.827,232.87801,235.675,0.0,LQ45
2005-10-17 09:00:00,IDX:LQ45,235.63699,236.789,233.23199,234.01401,0.0,LQ45
2005-10-18 09:00:00,IDX:LQ45,234.32001,235.64301,233.158,235.64301,0.0,LQ45
2005-10-19 09:00:00,IDX:LQ45,234.67999,234.67999,229.545,230.409,0.0,LQ45
2005-10-20 09:00:00,IDX:LQ45,230.965,231.91,228.965,229.97501,0.0,LQ45
2005-10-24 09:00:00,IDX:LQ45,230.498,231.841,228.985,229.72501,0.0,LQ45
2005-10-25 09:00:00,IDX:LQ45,230.63901,230.92799,226.27499,227.173,0.0,LQ45
2005-10-26 09:00:00,IDX:LQ45,227.173,227.451,225.26601,227.28799,0.0,LQ45
2005-10-27 09:00:00,IDX:LQ45,227.464,228.261,227.08701,227.66,0.0,LQ45
2005-10-28 09:00:00,IDX:LQ45,226.735,226.735,225.05099,226.265,0.0,LQ45
2005-10-31 09:00:00,IDX:LQ45,227.828,227.828,227.828,227.828,0.0,LQ45
2005-11-01 09:00:00,IDX:LQ45,229.56799,230.87199,225.302,227.92999,0.0,LQ45
2005-11-09 09:00:00,IDX:LQ45,227.30299,227.30299,222.10201,224.853,0.0,LQ45
2005-11-10 09:00:00,IDX:LQ45,224.94299,224.94299,222.351,222.789,0.0,LQ45
2005-11-11 09:00:00,IDX:LQ45,223.66701,224.33099,217.784,219.16299,0.0,LQ45
2005-11-14 09:00:00,IDX:LQ45,219.185,219.185,215.28799,216.715,0.0,LQ45
2005-11-15 09:00:00,IDX:LQ45,216.222,218.092,215.48,218.092,0.0,LQ45
2005-11-16 09:00:00,IDX:LQ45,218.089,220.543,217.578,219.278,0.0,LQ45
2005-11-17 09:00:00,IDX:LQ45,218.987,220.851,218.627,220.851,0.0,LQ45
2005-11-18 09:00:00,IDX:LQ45,221.23599,225.942,221.23599,225.942,0.0,LQ45
2005-11-21 09:00:00,IDX:LQ45,226.30901,228.93201,226.30901,227.793,0.0,LQ45
2005-11-22 09:00:00,IDX:LQ45,228.35001,229.00101,226.864,229.00101,0.0,LQ45
2005-11-23 09:00:00,IDX:LQ45,229.05901,229.601,226.884,227.66299,0.0,LQ45
2005-11-24 09:00:00,IDX:LQ45,227.95799,232.065,227.95799,232.065,0.0,LQ45
2005-11-25 09:00:00,IDX:LQ45,232.298,232.92101,230.356,231.21001,0.0,LQ45
2005-11-28 09:00:00,IDX:LQ45,231.39101,232.987,231.011,232.987,0.0,LQ45
2005-11-29 09:00:00,IDX:LQ45,233.05901,233.509,232.23199,233.509,0.0,LQ45
2005-12-01 09:00:00,IDX:LQ45,237.556,238.735,234.953,237.243,0.0,LQ45
2005-12-02 09:00:00,IDX:LQ45,238.411,243.173,238.411,243.13499,0.0,LQ45
2005-12-06 09:00:00,IDX:LQ45,243.22501,245.492,242.981,243.905,0.0,LQ45
2005-12-07 09:00:00,IDX:LQ45,244.51601,251.614,244.51601,250.617,0.0,LQ45
2005-12-08 09:00:00,IDX:LQ45,251.063,255.416,250.80499,252.414,0.0,LQ45
2005-12-09 09:00:00,IDX:LQ45,252.67999,254.789,250.41901,252.832,0.0,LQ45
2005-12-12 09:00:00,IDX:LQ45,252.832,259.314,252.832,256.63599,0.0,LQ45
2005-12-14 09:00:00,IDX:LQ45,259.073,259.689,254.41299,256.64099,0.0,LQ45
2005-12-15 09:00:00,IDX:LQ45,256.67001,256.67001,251.444,252.256,0.0,LQ45
2005-12-16 09:00:00,IDX:LQ45,251.854,252.009,247.758,248.804,0.0,LQ45
2005-12-19 09:00:00,IDX:LQ45,249.589,254.287,249.589,254.092,0.0,LQ45
2005-12-20 09:00:00,IDX:LQ45,254.666,256.56799,252.578,254.78101,0.0,LQ45
2005-12-21 09:00:00,IDX:LQ45,254.522,255.112,252.929,253.994,0.0,LQ45
2005-12-22 09:00:00,IDX:LQ45,253.554,255.287,252.97301,255.287,0.0,LQ45
2005-12-23 09:00:00,IDX:LQ45,254.92,255.44099,252.888,254.192,0.0,LQ45
2005-12-28 09:00:00,IDX:LQ45,254.59801,255.237,253.705,255.237,0.0,LQ45
2005-12-29 09:00:00,IDX:LQ45,255.04401,256.69901,253.3,254.34801,0.0,LQ45
2006-01-02 09:00:00,IDX:LQ45,254.125,256.862,254.125,256.862,0.0,LQ45
2006-01-03 09:00:00,IDX:LQ45,256.41699,260.651,256.40302,259.96899,0.0,LQ45
2006-01-04 09:00:00,IDX:LQ45,260.931,266.80801,260.931,266.80801,0.0,LQ45
2006-01-05 09:00:00,IDX:LQ45,267.19699,269.25201,264.974,266.53799,0.0,LQ45
2006-01-06 09:00:00,IDX:LQ45,266.32001,270.01999,264.89499,269.34,0.0,LQ45
2006-01-09 09:00:00,IDX:LQ45,269.99899,275.65201,269.99899,274.99799,0.0,LQ45
2006-01-11 09:00:00,IDX:LQ45,275.01501,280.01901,274.23001,278.94299,0.0,LQ45
2006-01-12 09:00:00,IDX:LQ45,279.577,280.76099,276.59399,277.68701,0.0,LQ45
2006-01-13 09:00:00,IDX:LQ45,276.55301,278.44299,275.034,276.02399,0.0,LQ45
2006-01-16 09:00:00,IDX:LQ45,276.25201,277.306,270.759,272.18701,0.0,LQ45
2006-01-17 09:00:00,IDX:LQ45,271.54099,271.54099,264.34201,266.51801,0.0,LQ45
2006-01-18 09:00:00,IDX:LQ45,263.198,265.93701,259.056,261.79001,0.0,LQ45
2006-01-19 09:00:00,IDX:LQ45,262.58499,271.06201,262.58499,271.06201,0.0,LQ45
2006-01-20 09:00:00,IDX:LQ45,271.745,273.22299,267.42599,269.31299,0.0,LQ45
2006-01-23 09:00:00,IDX:LQ45,264.44199,266.26999,262.27802,263.59201,0.0,LQ45
2006-01-25 09:00:00,IDX:LQ45,266.52899,271.11899,266.52899,271.11899,0.0,LQ45
2006-01-27 09:00:00,IDX:LQ45,271.20099,272.38599,269.54001,271.04599,0.0,LQ45
2006-01-30 09:00:00,IDX:LQ45,271.51199,272.59698,270.45099,271.63199,0.0,LQ45
2006-02-01 09:00:00,IDX:LQ45,271.698,274.672,271.698,273.95099,0.0,LQ45
2006-02-02 09:00:00,IDX:LQ45,274.504,274.63101,272.561,274.33401,0.0,LQ45
2006-02-06 09:00:00,IDX:LQ45,274.32501,275.203,273.41,274.83301,0.0,LQ45
2006-02-07 09:00:00,IDX:LQ45,275.59299,278.70999,275.52701,278.41,0.0,LQ45
2006-02-08 09:00:00,IDX:LQ45,277.19299,277.19299,272.10999,273.0,0.0,LQ45
