timestamp,open,low,high,close,volume,Code
2001-04-16,432,407,436,432,0,ANTM
2001-04-17,432,407,436,432,0,ANTM
2001-04-18,432,407,436,432,0,ANTM
2001-04-19,432,407,436,432,0,ANTM
2001-04-20,432,407,436,432,0,ANTM
2001-04-23,432,407,436,432,0,ANTM
2001-04-24,432,407,436,432,0,ANTM
2001-04-25,432,407,436,432,0,ANTM
2001-04-26,432,407,436,432,0,ANTM
2001-04-27,432,407,436,432,0,ANTM
2001-04-30,432,407,436,432,0,ANTM
2001-05-01,432,407,436,432,0,ANTM
2001-05-02,432,407,436,432,0,ANTM
2001-05-03,432,407,436,432,0,ANTM
2001-05-04,432,407,436,432,0,ANTM
2001-05-07,432,407,436,432,0,ANTM
2001-05-08,432,407,436,432,0,ANTM
2001-05-09,432,407,436,432,0,ANTM
2001-05-10,432,407,436,432,0,ANTM
2001-05-11,432,407,436,432,0,ANTM
2001-05-14,432,407,436,432,0,ANTM
2001-05-15,432,407,436,432,0,ANTM
2001-05-16,432,407,436,432,0,ANTM
2001-05-17,432,407,436,432,0,ANTM
2001-05-18,432,407,436,432,0,ANTM
2001-05-21,432,407,436,432,0,ANTM
2001-05-22,432,407,436,432,0,ANTM
2001-05-23,432,407,436,432,0,ANTM
2001-05-24,432,407,436,432,0,ANTM
2001-05-25,432,407,436,432,0,ANTM
2001-05-28,432,407,436,432,0,ANTM
2001-05-29,432,407,436,432,0,ANTM
2001-05-30,432,407,436,432,0,ANTM
2001-05-31,432,407,436,432,0,ANTM
2001-06-01,432,407,436,432,0,ANTM
2001-06-04,432,407,436,432,0,ANTM
2001-06-05,432,407,436,432,0,ANTM
2001-06-06,432,407,436,432,0,ANTM
2001-06-07,432,407,436,432,0,ANTM
2001-06-08,432,407,436,432,0,ANTM
2001-06-11,432,407,436,432,0,ANTM
2001-06-12,432,407,436,432,0,ANTM
2001-06-13,432,407,436,432,0,ANTM
2001-06-14,432,407,436,432,0,ANTM
2001-06-15,432,407,436,432,0,ANTM
2001-06-18,432,407,436,432,0,ANTM
2001-06-19,432,407,436,432,0,ANTM
2001-06-20,432,407,436,432,0,ANTM
2001-06-21,432,407,436,432,0,ANTM
2001-06-22,432,407,436,432,0,ANTM
2001-06-25,432,407,436,432,0,ANTM
2001-06-26,432,407,436,432,0,ANTM
2001-06-27,432,407,436,432,0,ANTM
2001-06-28,432,407,436,432,0,ANTM
2001-06-29,432,407,436,432,0,ANTM
2001-07-02,432,407,436,432,0,ANTM
2001-07-03,432,407,436,432,0,ANTM
2001-07-04,432,407,436,432,0,ANTM
2001-07-05,432,407,436,432,0,ANTM
2001-07-06,432,407,436,432,0,ANTM
2001-07-09,432,407,436,432,0,ANTM
2001-07-10,432,407,436,432,0,ANTM
2001-07-11,432,407,436,432,0,ANTM
2001-07-12,432,407,436,432,0,ANTM
2001-07-13,432,407,436,432,0,ANTM
2001-07-16,432,407,436,432,0,ANTM
2001-07-17,432,407,436,432,0,ANTM
2001-07-18,432,407,436,432,0,ANTM
2001-07-19,432,407,436,432,0,ANTM
2001-07-20,432,407,436,432,0,ANTM
2001-07-23,432,407,436,432,0,ANTM
2001-07-24,432,407,436,432,0,ANTM
2001-07-25,432,407,436,432,0,ANTM
2001-07-26,432,407,436,432,0,ANTM
2001-07-27,432,407,436,432,0,ANTM
2001-07-30,432,407,436,432,0,ANTM
2001-07-31,432,407,436,432,0,ANTM
2001-08-01,432,407,436,432,0,ANTM
2001-08-02,432,407,436,432,0,ANTM
2001-08-03,432,407,436,432,0,ANTM
2001-08-06,432,407,436,432,0,ANTM
2001-08-07,432,407,436,432,0,ANTM
2001-08-08,432,407,436,432,0,ANTM
2001-08-09,432,407,436,432,0,ANTM
2001-08-10,432,407,436,432,0,ANTM
2001-08-13,432,407,436,432,0,ANTM
2001-08-14,432,407,436,432,0,ANTM
2001-08-15,432,407,436,432,0,ANTM
2001-08-16,432,407,436,432,0,ANTM
2001-08-17,432,407,436,432,0,ANTM
2001-08-20,432,407,436,432,0,ANTM
2001-08-21,432,407,436,432,0,ANTM
2001-08-22,432,407,436,432,0,ANTM
2001-08-23,432,407,436,432,0,ANTM
2001-08-24,432,407,436,432,0,ANTM
2001-08-27,432,407,436,432,0,ANTM
2001-08-28,432,407,436,432,0,ANTM
2001-08-29,432,407,436,432,0,ANTM
